File name,Width (W/d),Height (H/d),Phi,Event No.,Frame rate,No arch [frame],Arch made [frame],Arch break [frame],t_flow [s],t_arch [s],V_flow [mm3],V_arch [mm3],notes
"w1,7_h3,6_ts500_phic_1ml,min_180fps_3",,,,,,,,,,,,,
,1.7,3.6,,1.0,180.0,602.0,615.0,1781.0,0.072222222,6.477777778,1.203703704,107.962963,permanent
,1.7,3.6,,2.0,180.0,1781.0,1867.0,3549.0,0.477777778,9.344444444,7.962962963,155.7407407,"permanent, when the arch present, the stucked granules on the right were arranged in a highly ordered and packed way."
,1.7,3.6,,3.0,180.0,3549.0,3591.0,5066.0,0.233333333,8.194444444,3.888888889,136.5740741,"permanent, similar structure discribed above presented"
,1.7,3.6,,4.0,180.0,5066.0,5073.0,6263.0,0.038888889,6.611111111,0.648148148,110.1851852,permanent
,1.7,3.6,,5.0,180.0,6263.0,6278.0,7418.0,0.083333333,6.333333333,1.388888889,105.5555556,permanent
,1.7,3.6,,6.0,180.0,7418.0,7466.0,8847.0,0.266666667,7.672222222,4.444444444,127.8703704,permanent
,1.7,3.6,,7.0,180.0,8847.0,8873.0,10014.0,0.144444444,6.338888889,2.407407407,105.6481481,permanent
,1.7,3.6,,8.0,180.0,10014.0,10043.0,10953.0,0.161111111,5.055555556,2.685185185,84.25925926,"permanent, there's a hair in the tube??"
,1.7,3.6,,9.0,180.0,10953.0,10961.0,12206.0,0.044444444,6.916666667,0.740740741,115.2777778,permanent
,1.7,3.6,,10.0,180.0,12206.0,12221.0,13268.0,0.083333333,5.816666667,1.388888889,96.94444444,permanent
,1.7,3.6,,11.0,180.0,13268.0,13280.0,14245.0,0.066666667,5.361111111,1.111111111,89.35185185,permanent
,1.7,3.6,,12.0,180.0,14245.0,14252.0,15383.0,0.038888889,6.283333333,0.648148148,104.7222222,permanent
,1.7,3.6,,13.0,180.0,15383.0,15412.0,16407.0,0.161111111,5.527777778,2.685185185,92.12962963,permanent
,1.7,3.6,,14.0,180.0,16407.0,16431.0,17448.0,0.133333333,5.65,2.222222222,94.16666667,permanent
,1.7,3.6,,15.0,180.0,17448.0,17458.0,17515.0,0.055555556,0.316666667,0.925925926,5.277777778,partial arch
,1.7,3.6,,16.0,180.0,17515.0,17542.0,18567.0,0.15,5.694444444,2.5,94.90740741,"permanent, a few granules leaked"
,1.7,3.6,,17.0,180.0,18567.0,18578.0,19605.0,0.061111111,5.705555556,1.018518519,95.09259259,permanent
,1.7,3.6,,18.0,180.0,19605.0,19624.0,,0.105555556,-109.0222222,1.759259259,-1817.037037,"video ended, a partial arch first formed, which induced a full arch"
